class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
y,@nickyNY722,#BuffaloNY #LoveMyLife #Nurse #MusicLover #EyeForFashion,Nick,1170,722,2064,2764600130
y,@KellySaynor,"Specialist Aesthetic Nurse,  NIP and Clinical Lead for Medica Forte, UK's Official distributor of The Perfect Peel.",Kelly Saynor,501,721,983,2463038956
y,@CanadianNursey,23. nurse (obvi). lover of the country music. deathly afraid of clowns. sassier than the average bear.,nurse aurora __,1461,717,1132,3134148890
y,@CarterTreacle,"After 25 years I still think being a nurse is the best job in the world and it is a privilege to get up and be one everyday. Chief Nurse, West Herts.",Tracey Carter,4568,715,476,2369952327
y,@Dhealthynfitu,A proud MUSLIMAH and a NURSE.,Fatima Ibrahim,9,715,1933,2766912315
y,@MaradonaAndre1,"Pinoy nurse ,Prof Pix is mine, enjoying tweet. just wanna have fun....",andre maradona,12803,715,2024,2931543367
n,@GLekovi,"future nurse, boutta save them lives",Gabriela,6050,714,1984,2372949820
y,@ksherfield1,I am a Registered Nurse currently looking for employment. For now I picked up a new hobby called blogging. Follow my page & I will gladly follow yours back ^_^,Katrina Sherfield,1601,714,1015,2806079071
y,@vickymay55,"Bank hating,entitlement believing, animal loving, nurse, photo is ralphie,war loving republicans need not respond",vicky mayer,11616,713,880,2659824072
y,@mbatm2009,"Army medic,Navy Nurse Corps retired CDR, OR director, Navy Surgical Tech School director(past) Sterile Processing Educator, inventor,app creator ,RNMBA",kurk rogers,565,712,1658,2546583827
y,@S_Allsop81,"Hi Twit peeps, I am a gay model/actor / nurse who lives in london, work hard and party harder, live life to the max and try to avoid negativity, please follow",Stephen Allsop,1547,711,1371,2507836041
y,@greentreelcl60,Nurse,Mark Tebbs,127,711,1858,3008472336
n,@_eshaaaaaa,Future Nurse || UWG19 __,esha_,4669,710,899,3068948386
n,@bethhsophia,Student paediatric nurse who takes daily naps and eats pizza. If you don't like the 1975 then we can't be friends.,Beth,11794,709,355,2651430740
y,@HepCBristol,Hepatitis C updates from the @AWPNHS Hepatitis Specialist Nurse for @bdpROADS . Please follow back to help raise awareness of hepatitis C!,HepCBristol,425,708,696,2357115264
y,@Nurse_Muscles,"OR RN, BSN; SFC INARNG; Lifter of heavy things; Married to #SexyNurse @k8_lifts_w8; President of Nurse Muscles LLC; Fitness & Nutrition Consultant","Masen Mills, RN, BSN",42,707,3376,4393349907
y,@protonixpusher,"Hi, I'm your nurse. I'll be your server tonight.
Snapchat: rn.jen",Nurse!,1569,705,96,2433531740
y,@fymyquryqupo,"I am Nurse in canada , love my job and the weather in canada ,",Eald Allsupp,1261,705,1020,2538688932
y,@liveessential1,"God Serving & Fearing. Wife, Mother, Nurse, Nail Technician, Baker/Cake Decorator, Aspiring Entrepreneur & doTerra Wellness Advocate/Essential Oil Specialist.",Katrina Dixon-Parker,2558,704,3654,3320929090
y,@_ivanaglez,Enfermero/Nurse _ GIFs _ Why fit in when you can stand out?,Ivn,7585,703,734,2648836571
y,@LouiseGeraghty5,"Clinical Practice Support Nurse #CCIO 
#HISINM#HOBIC#EHR  #ehealth#passionatecynic #Mum of 2 #clinicalpragmatist #worklifebalance RT not endorsements",Louise Geraghty,430,703,1777,3398408261
n,@musicalbxnes,vocals & guitar in @eyeslike_oceans || tabula rasa || future neonatal nurse practitioner || Matthew 5:16,s h e a,2547,702,2205,2500692225
n,@JoannaDib2,be nice to me .... I may be your   NURSE   someday :),it's Jo-anna,1279,701,861,2386841862
n,@OnlyTay_,|_Married to Cheer _| 18 _ 2016 SENIOR ___ ATL sc:taybae_03 Tre__ Future L&D Nurse,Taylor__,12441,695,693,2358397562
y,@VondaMiller17,Disabled Registered Nurse  Music Video Enthusiast!!! Poet!! Pay Attention To What You Pay Attention To!!!  LOA,Vonda Miller,5864,692,1672,2418283238
n,@THEBitchlnHeels,Nursing student on her way to becoming a Nurse Anesthetist  all while rocking heels and a resting bitch face in the process,THE Bitch In Heels,4775,691,57,2710999610
y,@CatherineHeigl,nurse,Catherine Heigl,362,691,187,2837898259
y,@radenrayanralyn,"prison Nurse.. ediwow..... ___real madrid,,.... __",Radenrayanralyn,18,691,1226,3163631917
n,@FuckinGorgeous3,"#Gemini Cute & Classy!! Future Army Nurse!! Add Me On Snapchat : gemini.cutie
 F.W.A For Lifeee",Yummy Cezzy,7955,690,1124,2732605817
y,@skynyrdinards,"Repentant, Jesus name baptised, Holy Ghost filled child of Jesus Christ.Single,Home Health Nurse,Conservative. Constitution,Small Government, Individual Rights",Kenneth Pitcock,2060,689,998,2928779098
y,@wardamn_rn,"CVICU travel nurse just trying to make it through each night shift. Lover of southern men, food, whiskey, and SEC football. Not necessarily in that order. #WDE",Dixieland Nurse,830,685,577,2743432793
n,@blosxom_,"RINIMC

FEMINIST ___- Sisterhood that empowers not competes. 

Feelings: Drake
Actions: Kanye 

401___

90s baby without a baby 

Scrub nurse in training",Fairy Squad Mother.,4406,683,625,2425991383
y,@MarinaBlack99,Writer. Nurse. Ray of Sunshine. Queen of the Ice Nation. Author of Dealing with the Devil and Unintentionally Yours! Available on Amazon & at local retailers.,Marina Black,3398,682,308,2788209493
y,@BirthTraumaOz,"Trauma therapist,  cred mental health Nurse, Perinatal counsellor, EMDR therapist, Author and Director of The Australian Birth Trauma and PTSD Treatment Centre.",Lindsey Crockett,831,679,1145,2535017935
y,@RightSpirit57,"I'm 58, a Christian - Wife, Mother, Grandma, Nurse, AdvoCare Advisor & a proud member of STEELER NATION http://WWW.ADVOSTARZ.COM",Dee Alexander,1736,679,1667,3004315106
y,@encoretelemed,"Encore Telemedicine specializes in connecting Physicians, Nurse Practitioners, Physicians Assistants and other providers to patients online.",Encore Telemedicine,36,679,676,4487828473
y,@nursedolnick,Home Business Entrepreneur! Registered Nurse! Follow me for Home Business Success!!! Tune in live via periscope!,Janice Dolnick,56,676,2779,2765482014
n,@wozapapulub,"Just me :) 25, student nurse. 3rd year @ DMU. London/Wolverhampton. #teamgreen",Flynn Budgey,1288,675,810,2400711920
y,@sthabile_pkt,Child of God | Jeremiah 29:11| Jesus set me Free | She who Prospers | Student Nurse| The more you don't forgive is the more you delay your breakthrough.,S'thabile Phakathi,1541,674,952,2766772861
y,@AL2Meta0,"I'm a Nurse by profession, but I'm also a Web Designer, Graphics Designer, IT technician and Blogger.

I am currently into fitness. I'm a jack of all trades.",AL Yap,230,674,731,2833196675
y,@boobsnsass,coffee addict _ nurse _ nugget and wine lover,xx,5100,673,335,3255993486
y,@NJScosmetics,"To slow the aging process. Aesthetics practitioner and qualified Nurse carrying out anti-wrinkle treatments, lip augmentation, facial fillers in our clinic",Aesthetics Liverpool,600,672,1092,2828540779
y,@nurseslaughing,"Nurse/Wife/Mom to 1 amazing teen daughter.  I don't believe in judging others, Believes in Faith above all. LGBT ALLY.",Laughing Nurse,1759,672,799,3031943819
y,@BiSlutshy,"ssp:@RoselnRoselyn #only #bi #loyal, cellist, mother, child:@Big_Balloon_Ass, mostly follows back, part time nurse, can be futa,",Octavia C. Melody,3869,672,871,3162744829
y,@Katy_lamb_2,Recovery Nurse ___ Mum Of Four ___ Love God/Family/Friends/Dancing/Music ___ This Is My New Account Replacing @Katy_lamb_ ______,____ Katy ____,2332,672,491,4458636449
y,@i_mmk0107,next ____ sgym nurse,________,30,672,558,4896114528
y,@Calamity_Jayne_,Wigan Warriors & RL fan __ Spinster and Lunatic __ Nurse __ Will always be just a little bit fat. __ Be kind to everyone...including yourself __,Jayne Walsh,9089,671,655,2653986029
n,@zachdrew4,"22, gay, volunteer firefighter, future nurse,coffee addict, & wine enthusiast 
Insta @ZD212 Snapchat and Tumblr @drew-zach",Zach Drew,1371,670,1547,2363855263
y,@HaileyChristy,"Author, avid reader, motorcycle rider, wanderer, nurse, passionate, fierce and loyal to her core.",Christy Hailey,394,669,1521,2381102466
y,@keepnupwitclaud,Edo Nigerian. Aspiring Nurse Practitioner.Psalms 46:5___,.,13869,669,485,2842170905
y,@anne_slam,"Busy exec nurse. Passions - nursing, NHS, reducing inequity, safety, quality, MH & population health. Apprentice mum, novice cook. Tweets not all my own views!",anne,4086,668,1738,2508348721
n,@JeremyWBrown01,17 & Christian | Future @MSU_Nursing Registered Nurse (RN) | #EagleNation & #BBN | Follow me on Instagram @jeremywbrown01,Jeremy Wade Brown,896,668,2553,2731724085
y,@sinead_mehigan,"Academic, nurse, art and food lover. All views my own...",Sinead Mehigan,6132,668,778,2987037027
y,@lulu_twitch,"Things I love: Destiny, Video Games, Vaughn (Kitty), Cookie Dough, Chapstick Addict,  Partnered Twitch Streamer / Registered Nurse

PSN: lulusoccer",Lulusoccer,1065,668,254,3234610438
n,@jaz_zayy,future neonatal nurse._____,jazz__,5467,663,483,3068624396
y,@gracejclarke,"LIBERIAN GIRL__. Graduate Nurse, 05/2014. SUCCESS Drives me. My daughter is my gratest blessing.",LIB__QUEEN,9877,659,340,2670064570
n,@jess_x91,"24, mother, student nurse! ___",Jess,141,659,1520,2741527431
y,@enasharp52,"Retired nurse, out and out Labor supporter,hate the Abbott and Turdball.",Karen,14715,659,767,2849412290
y,@BBC_BJ86,"Full time Mommy, Nurse, Hot Wife, BBC Slut, Bi, lover of redheads! =) Kik: BBC_BJ86",Nurse Joanne,20,657,29,3064291813
n,@BenitoKristen,"kris /
Nurse at HISC /
#auntiebebes",kris,1688,656,473,2358942596
y,@ian_ianrbruce1,"sailor, mental health nurse, lecturer, humanist, listener, socialist all views my own",Ian Robert Bruce,18120,656,843,3243235132
n,@b0740db96d86409,"HI, my name is Emmette Dillon and I am a producer, writer, model, presenter PR executive and also a staff nurse for good measure",Emmette Dillon,2600,655,1975,2984978542
y,@NursesRoar,"Nurse, views are entirely my own. Opposed to loss of student nurse bursaries. Committed to saving our NHS Also follow: https://www.facebook.com/groups/496714360508822/",Suzie,4406,655,726,4278466167
y,@RedWhiteDrink,"Male Nurse
Beer, Liquor, America","Red, White, & Drunk",1879,653,914,2604750818
y,@HockeyGirlWendy,biologist/animal lover/scrub nurse/linguist/survivor/scientist/atheist/Blackhawks fan/feminist/Harley Quinn&HelloKitty/Happy Wife,Wendy Darling,18800,653,689,3297778964
y,@DaviesGill14,"Consultant Nurse (MH) NHS Highland passionate about mental health recovery,person-centred quality care/carers and education. RTs and fav my own.",Gillian Davies,1892,652,1463,2476502607
n,@BensonDeja,"__ 
Future Model 
Future Fashion Designer 
Future Nurse",Dej__,3975,652,1182,2923449627
n,@SassySNProbs,"Student Nurse following my passion for people, just trying to keep a straight face.","Jessi, SN",2638,652,318,2992652815
n,@Punc14Zena,2nd Year Student Nurse. For verification please visit: www. http://punc.org.uk. Plymouth University Nursing Cohort (PUNC) 2014. Academic account,@punc14zenah,153,651,1473,2801576451
y,@anamargame,I got lost but I'm found;) Nurse/Dentist at heart and soul 3 I'm nice so be nice :D Promise! :D,anamargarita,56,651,1215,4601039060
y,@TracyCarrillo15,"Registered Nurse, Proud American Conservative , Animal Lover",Tracy Carrillo,4614,650,1229,2468765156
y,@gaoutlander,Forensic Nurse and GA USA OUTLANDER FAN,GA Outlander,3767,650,344,3359157879
y,@babe_nurse,Charge Nurse. LPN to RN. Live to ride. Pierced and tattooed. Minnesota.,NursingBabe24,2635,649,616,2591858437
n,@suftgifsin,17 aos|Nurse Student Future Doctor ___| Good Vibez | Mexican,suftgifsin,17086,649,450,4130797159
n,@meiramiyuPACOS,_Live___Yamaguchi 15years old. _Dream ___Nurse _Instagram___http://Instagram.com/meira0801,MEIRA,98,649,179,4442367679
y,@MariaCarb65,"Dedicated Nurse and Mother. Proud Auntie of American Idol Winner Nick Fradiani. 
Member @nickfradianist",Maria Fradiani,5348,648,689,3094665707
y,@marathonmatron,"Mom, Wife, Nurse, Runner & Triathlete training for my first Ironman. Follow me to IM Mont Tremblant! http://www.facebook.com/marathonsmotivationandmultisport",Angela Campos,499,646,1026,3049444005
y,@ElinaWhitsett,"Life is for living, loving & sharing - banish fear! Veterinary Nurse, DJ, Singer, Artist, Tree Hugger, Book Worm & Film Lover. Believe in the magic of life!",ElinaWhitsett,64,643,1964,2482779391
y,@RA_Kitty21,Universitas Negeri Gorontalo _ S1 keperawatan #nurse,Riska Amelia ILoponu,1310,643,458,2839179129
y,@GraciousHealer,_Be your own anchor.__ __ TW | RP | Detailed. | Keeper of the Supernatural boys and friends. | Nurse. | [[My son: @UndauntedTruth.]],Melissa McCall.,2,643,271,3040387411
n,@dallaswhitesky,i just want my dreams to rescue me | | future nurse with impossible dreams| | XVIII __,whatdoyoumean,5760,641,1119,2562527312
n,@TheVetNurseJnl,"The Veterinary Nurse Journal is the leading independent, peer reviewed publication for vet nurses in the UK.",The Veterinary Nurse,55,641,945,3263943839
y,@nursec1994,"LPN. 21 years old. Liberal. Feminist. ProVax. Studying RN, BSN.",Nurse C.,645,640,414,2959097442
y,@fazel2015,nurse,fazel,1212,639,995,3194748515
y,@RNNightlife,"Nuke your Nightshift and Create the Life you Deserve!! Nurse-Preneur!. Attraction Marketer!! 
Grab your 5 Steps to Freedom below!!!
http://JanBrook.bizbuildermastery.net/",Jan Brook RN,78,638,1121,4709949691
n,@SweetHeartAd,"+2 student, Mummy ko piyari chori,My hobby is to became a nurse. I love travelling,singing,talking .. #live #love #laugh #friendshipforever :)",YoungGirl Sadikshya,288,637,672,3918142392
y,@Shabrina_lfc,a nurse | proud to be a muslimah | Liverpool | RidoNugrahaRahmadin | Consultant Jafra | 143 004 | #ynwa,Metty el-Shabrina,2416,635,579,2468971626
n,@johnjhayzie,"Be good to me I might be your Nurse someday.
ii|iv|mcmxcviii|",jhayzie castillo,8149,635,1625,2527393255
y,@VALEITE259,"Love animals & nature, rugby, cricket, history, fantasy, British Horror. If you're not keen on politics don't bother! Welsh. Nurse. Left of 'centre'. Stop TTIP!",Maria C,12232,635,778,2635807604
y,@kidsheroseries,"Clinical Psychologist & Author ~ Books for First Responders & Families (Police, Fire, Paramedic, Military, Nurse) ~ Stories & Workbooks for Heroes!",Dr. Susan Hunt,117,635,425,3269511896
n,@evergreenxqueen,Sassy College Student in the Evergreen State / Future Nurse / Coffee Addict / In Love With My Best Friend,Queen T___,3137,634,567,3104167729
y,@Nannette6988,"Living life & always learning. Mother, nurse & lover of coffee, beer, food & my man...Not necessarily in that order. #boise #nurse #relationships #lovetakeswork",Nan,2263,633,654,2421396602
n,@PristinHomecare,Pristine In-Home Care is a eldercare and childcare company owned and operated by a Registered Nurse ensuring the highest quality of care to individual's.,Pristine Home Care,91,633,700,2959640231
n,@Sassypsycho53,Luke 1:45. Talks a lot & laughs too much. Life begins after Coffee. Too much sass for you. future nurse.,Sassy Thick Chick,386,633,1478,3534304934
y,@saigebartel,2_2_. Emergency Medical Technician for Sinor EMS Flight nurse/Air Evac Lifeteam is my dream #SWOSU #fitnessislife SNAPCHAT@saaiiiggeee,Saige,2404,632,414,2482256124
n,@tastylacie,Naughty Little Nurse Selling Used Panties,Tasty Lacie,267,629,751,2578995799
y,@Healing_Nurse,Just a naughty nurse working in a hospital. {If you don't read my rules don't rp with me!} |Rp21+|Lesbian|,Nurse Joy,18,629,179,3023788348
y,@ChiefNurseNUH,,Chief Nurse NUH,30,628,52,3011908025
y,@traceyhardy789,Community Matron Long term conditions and tissue viability link nurse,Tracey Hardy,2878,626,952,2513880704
y,@fitnurse2014,23 years old - ICU nurse - getting healthy and learning to love life along the way,NursingFitness,580,626,1291,2743618069
n,@cutejany,24th March. Nurse-Attorney. Aries___,black barbie,1925,625,493,2534946623
y,@PJBeachey,"Love investing Favorite sector emerging #cannabis Industry. Enjoy serving others. Epicure. Nurse. Husband, Father.",Phil Beachey,4497,624,1022,2358999630
n,@StraightANurse,ICU RN with a passion for mentoring students and new nurses. Author of Nursing School Thrive Guide and http://www.straightanursingstudent.com.,Nurse Mo,972,624,171,2522903095
y,@sarahgenove24,Registered Dialysis Nurse | IV Therapist | AlDub/MaiDen/MaiChard fan __,SarahSam__AURORA,39413,623,356,3293805522
n,@alexandra_mh3,Future Nurse in Process. Taken.,Xandra,360,622,1823,2426633114
n,@xoxomissjess,Baylor graduate. Nurse in training,Jessica,13717,622,363,2825297696
y,@MaryJanePP1,Event in life happens in an opportunity || nurse/mum for life || Tatak LizQuen London Europe __,LizQuen 4mumz Uk,19172,622,186,3130622008
y,@SpottedTiger,Co-Owner of @RivalryEsports | Nurse | Streamer | Doesplay Admin | PSN: MissSpottedTiger  http://youtube.com/c/SpOtTeDTiGeR__ ______ @RivalryKnight ______,SpOtTeD,5073,621,832,2945625998
y,@livinglyf12,"I'm a diversed woman.optimist, genuinely loving & caring. God is good!  #nurse/doglover/saladlover/musiclover/fruitnut/traveller/risktaker",143Emmanuelle,360,621,1705,2989774982
y,@AdriannaBlaise,"I am one involved in the beauty of music, dance & art. I am a mother & grandmother. I am a psychiatric nurse.   I Am Second.",AdriannaBlaise,76,620,1693,2482449332
n,@NurseResidency,Let us help you find your first nursing job!,Nurse Residency,455,620,6,2505326335
y,@JonScattergood,"Mental Health Nurse all my working life, You'll always need us! Rock music rules! Comments and views are my own.",Jon Scattergood,4073,620,801,2637984994
y,@MissMaldanoxo,21.Aspiring Nurse. Sister of @LittleHamiltonA Big time wrestling fan.. I'm a runner and a swimmer. I love sports and fashion.,Michelle,214,620,984,2990445213
y,@lauraevelynbee,"Mama to two gorgeous girls, paediatric nurse,  
health visitor. Blogging my way through motherhood, beauty, fashion, travels & life.",Laura Evelyn Bee,1418,619,511,2492719579
n,@enRICHment__,"ANW
Taking the road less traveled by to get places few people have gone before. 
Joshua 1:9 #Nurse #Actor #OU17",.,8496,618,829,3235896051
y,@KCLSU_vpeh,Vice President for Education (Health) @KCLSU. Mental Health Nurse. Tweets are my own.,Sophia,1262,617,465,2729477106
y,@Ald0willl,on a mission to educate and change the medical system #usa #world #equality #medicalreform #washingtonDC #education #nurse #tech #corruption #mentalhealth,aldorin williams,507,617,2078,4866119375
y,@nurse_chatter,#NurseChatter__ because #NursesMatter,nurse chatter,84,616,1990,3875447656
y,@RSCH_RespNurses,Team of Resp Nurse Specialists based in both secondary & primary care.Passionate about delivering high quality respiratory care.All views are our own.,RespNurseTeam,546,615,384,2859735379
y,@LifeAsWeNurseIt,"just getting started in the RN, BSN world - night shift float pool - experiencing a little bit of everything and trying to find some humor along the way",Life As We Nurse It,85,612,289,3314544873
n,@sexayy__,"19years young , future nurse , college student",sc:liyahhmarie,4188,611,756,2386165704
n,@iloveon84000179,"My neck,my back,my netflix and my snacks   | _Future Nurse_  |                                            http://MMSadiwa.COM",Matty Acejas Sadiwa___,1329,611,1883,2401399190
y,@Chritty77,"love my girls, ufc, country music and my family! #ufc#countrygirl #fibro #hunting #nurse #smalltownliving",Christy,4438,611,1108,2405293166
y,@Hell_Kitten4,"North Carolina born and raised,Happy mother of four, love my cat and my man, Nurse, Army Veteran.",Giselle Espinosa,83,611,1476,2502303515
y,@moniquehenry15,"Woman of God. Life Success Coach. Motivational Speaker. Registered Nurse. Medical Student. Mom of 6 chickypoohs. CEO of Renewed View Coaching Services, LLC.","Monique Henry, RN",301,611,522,3063910196
y,@BOwensRN89,"Author, Nurse, Inventor, Chairman, Aneurysm Survivor, Husband-to-be, Member for RN Discipline Reform Movement","Brandon Owens, RN",49,611,1964,3116641304
n,@ameliamaryx,Beauty & Lifestyle Blogger | Reading & Baking Enthusiast | 2nd Year Student Nurse__#thegirlgang ameliamaryx@gmail.com,Amelia Larsen,1382,610,435,3423869673
y,@dadahamac,ofw/nurse/jadinefan/wljd member/domo fan/cartoon addict/loves pink/i __james reid/i __ nadine lustre,i __ jadine,3288,609,1065,2869138514
y,@SaraBaduria,Follower of Jesus Christ / Married / Conservative Republican / #Cruz2016  / #NHLDucksfan / Nurse / lover of NYC and San Clemente Beach,Sara,1307,609,636,2879873850
y,@meanimemean,"full time Mainenatics,  part time Nurse",Mean/Mayang,3559,608,105,2491839180
y,@ChrystineShaw,"Retired nurse, love all critters.  I am at that stage in life where I think I will kick my heels up and just die laughing at life.",Chrystine M Shaw,767,608,1963,2890065408
y,@nurse4lyf73,"I AM A NURSE.  Folgers, lots of Folgers! Wicked sense of humor.  Music makes things all right, once it hits U, U feel no pain. Make ur life better or not, ^2U",Sheila Jo,2636,608,2454,4719950390
y,@tanasia_thomas,"Author, Wife, Mother, Teacher, Nurse, Blogger, Inspirational Woman, Follower of Christ.  #SisterPepTalk Movement",AuthorTanasia Thomas,5699,605,568,2581121648
y,@madrigaljulian2,NURSE,Julian Madrigal,2621,605,681,3229936023
y,@andrenigel07,"Nurse, Cake, Biscuits, MH, NE, est 1970 - lying on the floor in the kitchen listening to the radio",__Nigel  Andre __,4568,603,1440,2894974726
y,@TheGayNurse_,"CCRN, Asshole, Gay. I drink vodka and bitch a lot. Avi is me.",Gay Nurse,4079,601,158,3034993179
y,@CaseyDumont,"Westfield Matildas, Sydney FC, Registered Nurse, Animal Lover",Casey Dumont,428,600,214,2478307429
y,@zenkristel,Former LSian__ | Student Nurse |,HEY!zen__,3836,600,1495,2526434468
y,@Onlii4aBoss,#GOD and Family!!!  #Queen unlike the others  #Nurse Takes NO bs,Letece Renee,1236,600,1059,2728808349
n,@jaxiebella,"Intensive Care Unit, Trauma and Open Heart Surgery Recovery, Cardiac Monitor Tech. Loves God. USMC Wife. Registered Nurse Student.",Rubi,3766,600,578,2812674753
n,@LilIowaGirl,Iowa farm girl. Chevy trucks. Cattle barns. Gravel Roads. Future Nurse. #BGNation,M From Iowa,1929,600,460,2952724002
n,@roninicolee,"_KcKcc student_ Court is queen :) _ Your future nurse in the making_Animal lover_ I'm dreaming on a beach _ {Stay humble, homies}",_C__OC__O_,4046,600,448,3085443898
n,@Tr2ck_Baby,God First__ Track and Field.... Future Nurse Practitioner.... Christian S.__ 01.05.16,Accura_,1413,599,894,2444780937
y,@screvmom,"Wife, Nurse and Bama Fan!",RN4Bama,1573,599,1661,3062326842
n,@BawseySnob_,Future Nurse. 22. snapchat: kings_muva. instagram: _bawsey_,Princess Lena,14921,596,365,2427816943
y,@sarahjaynewrts,"Nurse and a writer daring to follow her dream of becoming a full-time author. I especially love poetry, inspiration, humor, and scifi/fantasy.",Sarah-Jayne Iglehart,83,596,735,3239464237
n,@RinascitaVitaYT,"fearless, feisty, ferociously pissed-off  conservative patriot beotch. fighting to save my God and Country.  GenX, 
Nurse, USAF Vet. I like guns.",RinascitaVita,732,596,824,3355967475
y,@davinashacklet2,Linda Andrew//nurse at holby ED//single & looking // best friend is Zoe//massive Christine tremarco fan//RP//,Linda Andrews,13498,595,972,3078473640
y,@KarkiAachal,"________ PROUD  to Be a NURSe____
Being different isn't a bad thing.
it means I'm barve enough to be myself.",Aachal foreva ____,1499,593,1011,4133614333
n,@iamloolaloo,| published photographer | ex model | ex AP girl | soon-to-be A&E nurse |,ali lo,1717,592,1991,2498803190
y,@RNDeandreBASS,"Pansexual. Nurse. Makeup Artist. Chef. Drag Queen. Singer. Writer. I love music, tattoos and sleep. Snapchat: theonlydeandre. Instagram: Deandrebass",Andrs Castell_n,896,592,909,2788891958
y,@artgrljan,"true southern woman, who loves the heat, sun, beach, boots, bracelets, dogs, a great glass of wine. Hotty Totty for SE C football. Nurse an Artist.",Jan Mardis,363,591,2151,2770724451
y,@stanner1025,"Wife, mother of 3, nurse with degrees in soc/poli sci, strong conservative woman, repentant former liberal,  Midwest born, Southern girl at heart.",vicious ginger,1298,590,1164,2602762526
n,@intanshafenaa,Intan Shafena | 1995 | Kedah | Student Nurse,MiSs FieyNa,3264,588,561,2910503130
y,@nursebromo1,24. Full-time Nurse. Full-time Student. Future Neonatal Nurse Practitioner. Fitness. Tattooed. Bearded. avi is me,boom,971,588,699,3285769957
y,@Breathless_Bird,Im an ex ballet dancer with a mad rare bendy condition. A nurse who works stupid shifts. Motorsport floozie.. can't be bothered with DMs,Lonely Heart,5643,587,242,2754553793
n,@studentnurse16,"Ramblings from the life of a student nurse, girlfriend, best friend, daughter, sister, admin manager, marketing assistant, freelancer and crazy person!",Student Nurse,61,587,1075,2908851504
n,@jakol6969,"Just give me your best shot. ( Sucker , Bottom , Oral and Anal sex baby) #Jakol",Nurse bottom,1271,586,627,2439205939
y,@rad_elizabeth,"SC: totallyradliz | dont wish for it, WORK for it | aspiring nurse | University of Colorado Colorado Springs | 071815 @mistersleaz __",gonzalez.__,17748,585,268,2415317976
n,@WhiteBBCSlut,"I make it my life's goal to make sure every fat Pokmon cock is drained of its cum, preferably inside me. #OPENDMS TO BBC + PKMN Beware: N-Words ahead",Nurse Joy,68,585,140,3244564867
n,@Nursenance9,True believer in human kindness. Try to find humor in the least expected places. Love challenging my beliefs.,Nurse Nancy,17396,584,466,2612835006
n,@keiraaaaa__,Student Nurse,Keira Thorne,5120,583,527,2358633437
y,@MelanieMallari4,Nurse from Cali! Proud & Forever fan of ALDUB/MAIDEN __LOVE IS FAITH,SOLID AL__DUB CALI,43175,583,1101,3694222224
y,@WieseSylvia,"Sydney born, 55yo,BAppSc.Retired reg. nurse(30yrs).Patriotic Australian.Lover&fierce defender of our allies and Western civilization.",SylviaWiese,3169,582,837,2766928304
n,@Susan_Mktg,"director of marketing & business development @horizonprimary. advocate for hollistic, preventative health and nurse practitioner care. opinions are my own.",Susan Bergman,284,582,1072,2902385019
y,@SweetJesusGirls,"Jesus loving wife, mom, nurse, and creator of Sweet Jesus Ministries. http://facebook.com/sweetjesusgirls",SweetJesusMinistries,418,582,771,3167606525
y,@MHWarriorUK,"MH Liaison Nurse/MH blogger/MH Warrior, Admin for 'Man Up Let's Talk Mental Health' #mensmentalhealth #mentalhealth #wellbeing",MH Warrior,1145,581,647,2935347005
y,@nicolelimqueHP,adamsonian. vincentian nurse.,nicole limque.,7662,580,332,2390857171
n,@CalMidwives,The California Nurse-Midwives Association (CNMA) is the official California state affiliate of  the American College of Nurse-Midwives.,CA Nurse-Midwives,3688,578,687,2513867635
n,@hellonursemed,"An innovative system that automatically combines fall management, pressure sore and skin breakdown prevention with incontinence monitoring.",Hello Nurse,1795,578,591,2902990948
n,@lilly_lovin,Lover of all things Lilly Pulitzer and preppy _ Boston girl _ Future Nurse,Lilly Lovin',463,578,1207,3363573323
y,@a_alexis21,Single momma. Blessed. Ambition. Nurse. mwuah!!,LenAh ;),1052,577,1192,2419234782
n,@northwestwife,In love with my best friend since 2010. Future Nurse. Learning to love Virginia. Avi is me.,Red White & Darling,1703,577,516,2818507800
y,@LisaAnnSpringer,"nature lover/ adventure seeker/ book worm/ Registered Nurse/ 28/ advocate for eating disorder awareness, research & education #IEDAction",Lisa Springer,4026,576,490,2398588146
y,@iamsuper_emak,Nurse - Selfie King - IG: iamsuper_emak - FB: emak.romasanta,Emak Romasanta,1180,576,399,2666626868
n,@sassylauRN,"Nursing student. Lover of donuts, puppies and selfies. Very sassy and very cute. Not a nurse so don't ask me to look at anything on your body.",KS Future BSN,2868,575,400,2579210265
y,@HeyyNurse,"Cat lady by day, ER nurse by night...",ERNursey,199,575,52,2623734513
n,@bowsandpearls12,future nurse even though I smoke too much weed,bows and pearls,1772,575,239,2655364244
n,@Marrri_oxo,young & reckless. cali livin._ future USF graduate & nurse. reaching one goal at a time. insta:marrr_oxo snapchat: mahrii_oxox,Mahrianna,3131,575,514,2966045439
y,@SarahH81x,"Don't follow me, I'm really boring. Nurse.",Sarah,43,575,1224,2996483407
y,@pds111183,"Mother, nurse, sister,friend, runner, music lover and lover of life!!",P Stanley,5117,575,752,3140885182
n,@ItsChapmann,20 years old. NASA/USPA Powerlifting. Future Nurse Anesthetist. Dedicated Christian. @maddie_smith97,Matt Chapman,537,574,953,2744609489
y,@Doit4thebootyy,23 | CT | Registered Nurse | 060108,Just Do It,520,573,748,2474905724
y,@maymarjorienilo,nurse-workingmommy-blogger,May__fg,10065,571,150,2847440671
