class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
,@madelle9,Nurse/Caregiver ---SARAH G fan for life and a proud fan of LIZQUEN Forever,Sa yo ako eh LQ,8927,372,257,3159376230
,@FunnyNurseJokes,We like funny nursing jokes,Nurse Jokes,72,372,739,3307234645
,@babysquirtvape,Quality e liquid hot nurse is now available ï£10 30mil,baby squirt vape,66,372,751,4823318795
,@PUNC14HopeSN,"My name is Hope, and i am 22 years old. I am currently a Student Nurse at Plymouth Uni in my first year. This can be verified at http://www.punc.org.uk.",Hope Acton,62,371,533,2802054759
,@FleurRachael,wife mother of 4 web developer nurse in my spare time a proud Israeli jew Rts aren't necessarily endorsments,FlorenceNightingale,822,370,1143,2509506589
,@1SuthrnMama,"Child of God; Melissa to Some, Missy to Most; Mama to Kevin, Nikki, & Hannah; Mimi to Elle; Former Nurse #ECUPirates #Homeschooling #SAHM #MultipleSclerosis",1SuthrnMama,272,370,1104,2715977244
,@RachelleAlty,"Nurse, teacher & student. I have a passion for nurse education & my aim is to inspire others towards improving nursing practice through research & learning.",Rachelle Alty,454,370,571,2806072278
,@JoinMedely,"Medely is an on-demand technology platform helping Nurse Professionals find, schedule and get paid directly for Nursing jobs, registry free.",Medely,35,370,34,3002508450
,@Alexis28Lez,Recently divorced. Two kids. LESBIAN. I am a nurse. First Twitter account. I'm into Fetishes. Please don't send me penis pics.,Alexis,614,370,161,4611967783
,@NacreDoves,Comedy Connoisseur|Nurse|Eternal Optimist|Big/Tall/Doublewide kinda Dreamer|nature addict|,nacredoves,1664,369,510,2436097766
,@RaceChairPIF,"RaceChair Pay It Forward aims to fund a racing wheelchair then use it to raise funds for others.I'm a Psychiatric/Mental Health Nurse (RMN) & wheelchair user.",Jamie Morris,1950,369,420,3057704476
,@chrisellejann,@valdezgielo's behalf _ L'espoir _ VII _ 18,nurse,9705,368,278,3310871899
,@MartinStorey11,From the Ballagh.ex OTB player&current snr manager.All Ireland winning capt in '96.Psychiatric nurse for over 30yrs& involved with Wex mental health association,Martin Storey,114,367,461,2519887804
,@carylskyymanibs,Paulinian _ Future Nurse__ Ckm~,Caryl kate  __,747,367,386,2983437145
,@emilynurseee,,Emily Nurse,3992,366,267,2501775916
,@Aaliyah_280,Tyner HS||_Future Nurse_|| W/ Lil Durk__|| CylethiaBff__,_,6556,366,406,2557932541
,@petey_lu,"Long distance goodnights often feel like goodbyes, so instead we say, *Stardust,* where our souls meet each night. ~ A TOURING MUSICIAN & HIS NURSE MUSE","Stardust, my love.",124,366,671,2747985536
,@RNAzrael,"Father, MICU Nurse, NYG fan & future zombie apocolypse survivor. Abuser of hash tags, espouser of nonsense and fan of schenanigans. I judge because I care.",Dustin,864,366,673,2981391413
,@sassy_70858,Nurse sarah #nurselife,sarah banda,411,366,656,3026355928
,@KGeventing,"Amateur eventer, eventing my lovely ISH mare! Sponsored by NEAT embroidery! Working as a student veterinary nurse!",Kayleigh Gosling,2681,365,713,2515321701
,@DanMarquez97,"Future Nurse | Reggie Miller | Shark Boyz | Jeramman, kwaar kukre kwe make",Nano,8661,365,343,2723038818
,@mhaanperez,"God's Awesome and Unstoppable Power__God's Princess|Private Duty Nurse__",Ann Perez,218,365,732,2768880830
,@PUNC14Leanne,1st Year Student Nurse in Adult Field @ Plymouth Univerity. You can verify my account @ http://punc.org.uk,Leanne,30,365,560,2801588165
,@NandaFii,Nursing of the health Polythecnic Surakarta'13 | | Nurse is my life :),Nanda,472,364,447,2377159190
,@MattchewPa,Social media nerd. Extrovert but shy. Hopeless Romantic. Typical thinker. Proud food ninja. Nurse.,Tric,248,364,1084,2929641025
,@Biddywife1,Once a nurse with an incredible knowledge of nutrition and passion for baking Biddywife crossed the line and made her passion her profession... a fan.,Biddywife,4,364,8,4204448896
,@lipedemaproduct,"The lipedema body shape is not the same as the lymphedema patient.  I try hard to find beautiful art, products to help,  I'm a patient, nurse and therapist",Yvonne Russell,109,363,922,2553411985
,@kissmequickxo_,25 year old nurse & army wife. | follow me; i'm a good time | together since 2012 | __ ~anon established 01.O1.2016,his Mrs. ~,932,363,344,2739501760
,@patrickbacolod,Nurse in progress _ Basketball,Patrick,6705,363,329,2753929916
,@stevendafc,Fan of #DAFC #COYP #TWD #DRWHO #STAR WARS. Member of #SNP. Nurse with #NHSLothian. #Catholic. #Diabetes. Married (16 years) to Marydoll + Daddy to 4.,Steven Devine,554,363,527,2794897429
,@tenleybby,18 | engaged to Bryce _ | mommy | aspiring nurse,Tenley,1000,363,118,2866581742
,@FritzTaya,Instagram: country_1423 | Caleb is my love. GC junior | future nurse |,_„´ f__z,610,363,897,2971551502
,@Syl_Garcia_,Nurse Assistant,Sylvia Garcia __,1576,363,317,3016269316
,@karinaa_me,Future Nurse | Total Sweetheart | #SocialMediaAddict | Fitness Guru | #ILOVEChocolate & Moscato | Traveling the world is my DREAM | #Bookworm | Follow 4 Follow,Karina Gonzalez,25,363,1248,3146382039
,@droycesears,Science Fiction / Fantasy / Horror Author and Registered Nurse located in WV,Royce Sears,157,363,698,3363519477
,@BH_Jobs,"Whether you__re a nurse looking for a more challenging position or a clerical prof. looking for great benefits, you__ll find a rewarding career @ Bethesda Health.",Bethesda Health Jobs,1775,362,670,2615559954
,@MycenaeanWilcox,"Nurse, Observer of human nature, History, Politics, and Travel. Never stop learning, the day you think you know every thing is the day you died mentally",Le Hospitaller,1451,362,793,3249669841
,@FlashyRedCon,I'm the Autobot nurse Knock Out. much kinder then my original self. Need any help? #Single #Femme [RP Accs in lists],__Knock Out__,169,361,312,2513313707
,@CardiacCareRN,"I wear a stethoscope, I miss bathroom breaks and lunches while taking care of others. I am not JUST A NURSE. I could be YOUR nurse.",CCU RN,406,361,108,2946567036
,@LaLaDLopez,21years old I sing its my passion!!! i am a nurse,LalaDLopez,171,361,1119,3105486763
,@KeyazhaneMaggs,Future Nurse,Key Herbo __,8061,361,348,3381987801
,@SimplyMommy4,"#Nurse, -Soon to be DONA certified #BirthingDoula #BreastfeedingSpecialist Studying #Reflexology(mother and infant) #Minimalist, Mother of four #Wife #blogger",Daring Doula,201,361,891,4016472081
,@RachelDewell,"I'm a Mom, a nurse and have a podcast about Hyperemesis Gravidarum. Get my free report about recovering from HG. Preventing HG Podcast",Rachel Dewell,265,360,961,2414913650
,@Ken_mawirah,"BscN- UoN ,Blogger, Creative Writer, Student Nurse, 20 yrs with intelligent thoughts @iceTowers blog  http://meltingicetowers.wordpress.com  instagram https://www.instagram.com/ken_mawirah_mutua/",Kennedy Mawira Mutua,1249,360,999,2423613463
,@VBoscart,"Gerontological nurse, CIHR/ Schlegel Industrial Research Chair for Colleges in Seniors Care, Conestoga College, Ontario, Canada",Veronique Boscart,673,360,397,2561738161
,@JHoulihanWood,Former Mental Health Nurse @DWbetter2gether. Now working in the Charity sector. Currently @prostateUK. Views my own.,Jamie Wood,409,360,388,2910904899
,@ReneeF1976,"Mum to 2 of the most amazing kids ever.Nursing student who has no social life but i will be a great nurse because of it.Love my gym sessions too.",Renee F,20,359,1057,2443523965
,@RNTushaus,"RN, BSN, PHN. Masters of Nursing Science (CNE) Student. Aspiring Nurse Reseacher",Rachel Tushaus,249,359,1315,2459832283
,@linda_raimond,"Diabetes Nurse, MPH - Global diabetes stories, research, prevention. All views are my own.",Linda H Raimond,565,359,543,2472168717
,@spikedrose_,18 : living life : grad of 2015 : single : soon to be nurse : no fucks ever given _,kaycee lynne,4293,359,449,2776250200
,@atraci51,"Wife, Mom, Nurse, Buckeye!",Traci Anderson,6659,359,2035,2799767568
,@Punc14nurse2b,2nd year student nurse at Plymouth University. To verify this please visit the following URL http://www.punc.org.uk/,Shauna,75,359,398,2801942373
,@paednurseblog,,Paediatric Nurse,254,359,569,3075986508
,@RnNovice,"Running codes, titrating drips, holding hands, and wading through the murky waters of being a novel nurse in critical care.","Nurse Nelly, BSN RN",288,359,392,3773550527
,@ResoluteJewel,"_For @VigilantShifter, I have to risk it all, cause the writing's on the wall.__ Nurse at Storybrooke General. Mumma to Ethan. {#RP #OC}",Lily Jones.,6826,358,225,3082216146
,@Chinkydoll__xo,my son is my life Future Nurse. College Girl. NEW ACCOUNT. STARTING OVER .. ___,ITs Dollface,8823,358,248,3401760675
,@Leadmypack,"Professional Nurse pursing my second passion in life, animal rescue especially greyhounds. I  am the head pack leader of Leader of the Pack LLC.",Leader of The Pack,1183,358,209,3434890925
,@GraceTheNurse,"Proud #Filipino Registered #Nurse, health educator, cardiology nerd, and taiko/hip hop dance student who loves interacting with patients","Grace Lescano, RN",212,358,539,4040758764
,@1910Miles,19 // future nurse // dating a solider // tattoos // gym // optometric assisstant,J's,1812,357,423,2385922832
,@KaayeMaariie,Your nurse on duty soon  Proudly #PERKINSPIRED  IG: @kaayemaarie | GOD WILL MAKE A WAY |,Kaye Sontillanosa,3454,357,519,2900530271
,@carla_gayle,"Patriot. Nurse. Love my Lord, my family, my bible, my gun  __Proud to be an AmericanTexan!  Followed by: AlvedaKing SteveToth FeistyFloridian FranklinGraham",G. Carla Creek,1357,357,417,3128610350
,@vannuys87,Followed by RainHannah & DJASHBA Photography/Writer/Nurse/MotoMom to a Pro Motocrossracer/Capture the moments that take ur breath away,_Katherine_,4624,357,513,3374367675
,@DonnaMazyck,"nurturer of health and wholeness in all people, champion of child health, school nurse advocate",Donna Mazyck,349,356,188,2385585709
,@AndreaNapana,Student Nurse x Adventure ____ x Food x Sealions Squad x C E B U.P H,andreaaaa,1687,356,369,2438313709
,@AFTHealthcare,"AFT Nurses and Health Professionals represents more than 112,000 workers, including 84,000 RNs, and is the second-largest nurse union in the AFL-CIO.",AFT Nurses & Health,1087,356,338,2450177191
,@lexfetuao,"Jesus lover | aspiring nurse | the world is full of kind people, if you can not find one, be one. |",lexx,5122,356,327,2565481506
,@OceanRollins,"IC accountOOC marked in ((-))Self-proclaimed psychopath philosopherMortician's nurse",Kai Dojima-Raiden,132,356,617,2765453977
,@punc14ems,Plymouth first year student adult nurse. To verify account go to, Emma Strange,139,356,702,2802505072
,@mummy2mum,"Pro-active #Mum, writer, teacher & neonatal nurse! Reflecting through #blogging on how to find new ways to #cherish & #connect with my #teenage children.",Lisa,363,356,689,3000222962
,@nurse_pride,,Nurse,45,356,1145,3122505609
,@sexy_nurse__,hello im kylie your nurse.i will help anyone at anytime.please come in.i have needles with lot help.im single.my master is @Dante_BeastKing,Kylie,45,356,336,3545986587
,@astudentnursey,1st year BSN student | 21 | Aspiring oncology nurse,Student Nursey,113,356,218,3778983387
,@deswhit,God is my everything... future registered nurse_,DESIRAE,1551,356,262,3807788712
,@kbyebea,"Nurse, developer student, future rogue hacker, current nerd bomber. Batman is real.",Bea,2815,355,271,2390454098
,@ClaireFarrugia7,"Infection prevention & control nurse, Visiting lecturer University of Malta, striving towards safer healthcare",Claire Farrugia,759,355,581,2407757411
,@MariaTheresaMar,"Staff Nurse, Singer and Painter",Maria Theresa Martin,583,355,790,2473834565
,@being_nursey,RN BSN  ! Follow me for a glimpse of the life of an ICU step down Nurse & Passing the NCLEX was only the beginning of my career,BeingNursey,264,355,369,3795043941
,@MergencyMurse,"The life, emergency preparedness, gear, antics and stories of the ER nurse through the eyes of one who happens to be a guy. #murse #mergencyprep",MergencyMurse,424,355,791,3943643835
,@DylanJJohnson1,Junior. Lifeguard. Volunteer. Nurse Assisting. VOTE DYLAN FOR STUDENT BODY PRESIDENT THIS FRIDAY @ BOTH LUNCHES ___,Dylan Johnson,452,354,373,2358533946
,@shelly25S,future nurse single,queen status,369,354,444,3305655695
,@SocialNurseWeb,Our site serves as a connection hub between the senior&fellow nurses by inspiring autonomous nursing practice and preparing future nurses to lead effectively .,Social Nurse Web,4395,353,736,2430661688
,@ashstall005,"Lover of coffee, Literature, and cities I've never been to. _€´_. JSCC__MTSU. Nursing'19. {Aspiring Nurse Practitioner.} @whyenishere__VI.XXIX.MMXIII",Ashlyn Nichole____„ê_,1885,353,478,2834088664
,@MayrasRiver,"Live, love, laugh....Nurse RN, Love Life, Movies, Music, Art. I care about the conservation of our planet & wildlife. DC Comics -Team Superman",M. River Santiago,2638,353,543,3317938569
,@ontwania,19___Mother___Future Nurse___Happily Married__,Ontwania Durham,3172,352,487,2467175604
,@Punc_Nyssa,1st Year Student Nurse @Plymouth Uni. For verification please visit: http://www.punc.org.uk  . Plymouth University Nursing Cohort (PUNC) 2014,Nyssa Ruscelli,31,352,505,2801626829
,@permatasari521,nurse,Linda Permatasari,3068,352,1922,2843553282
,@CordantNursing,A professional and personable nursing agency based in Liverpool City Centre which specialises in providing Nurses with the work that suits them and their family,Nurse Jobs Liverpool,33,352,1951,3044912896
,@tracey_mayfield,"Nurse, Christian author, wife, and mother.",Tracey Mayfield,8,352,622,3245438370
,@TessaSintya25a,nurse__,TSE,842,351,786,2413330904
,@llindley72,"Author of Bruises, wife, mum, nurse, caffeine addict, loves wine and crafting, plays the guitar-badly... Living with ankylosing spondylitis & too many animals!",Louise Lindley,2703,351,606,2500493000
,@mysweetandhappy,"Wife, mom to 2 sweet and happy girls, registered nurse and blogger at Don't Lick Your Sister. All about motherhood, birth choices & breastfeeding success.",Julie M.,278,350,602,2371320164
,@JFBowman1,Nurse/educator fighting to save our freedoms in both by shining the light  to expose evil destroying it and praising and thanking the ones saving it. Thanks all,Janice Bowman,2471,350,883,2429382510
,@wendyjpitt61,wife (not Brad) mum of 3  nurse dog walking book reading leftie archers fan,Wendy Pitt,7133,350,321,2969875641
,@cylinp20,"Registered Nurse||Entrepreneur||Travel Lover||GOD Fearing||Solid KapamilyaINSTAGRAM: @iamcylin",Cye,6406,350,246,3119098434
,@EarlCNN,"Producer, CNN International Productions | I produce CNN Marketplace Africa | RT not endorsement",Earl Nurse,831,349,453,2738951491
,@HermansMpinane,Ambitious&driven|Friendly&patient|KaizerChiefs fan|student nurse|I love love love Radio|I wanna be somebody great someday|ghetto girl|@hermansmpinane@gmail.com,Mpinane Hermans,1883,349,201,3002725701
,@Beastmode_Luis,MIA. 18. Future Nurse.,ALKA,3444,348,165,2559881838
,@BigBadAngRN,"Im a work in progress,  a woman of God , a mother of a Prince , a registered nurse , and Auburn Grad Student #WDE . From 313 to 334 , Go Blue and War Eagle",Jelli,884,348,576,2708344375
,@Srijukhawas,"Bsc nurse..... Love music , dance, movie ...",Czana (cru),127,348,482,3042818256
,@GluckCMichael1,"G-luck .C. Michael, Inspired BeatMaker/Nurse/Fashion Star/, a fidus achates of gentleness. meek and charmin. secrets of success is GOD!",G-luck C. Michael,133,348,1247,3224959821
,@cprotopapas10,Nurse Diabetic Educator.  Mom of two active girls! You will find me in 4 places 1. Gym 2. Work 3. Kitchen 4. Hockey Arena!!!,Fit at 40 Candice,699,347,257,2422291460
,@RetroLondonAlex,"London Alexander II 23 II Mom II Entreprenuer II Nurse II Christian II Single II  Never again ll  FC- Michelle Keegan, Adrienne Bailon",L O N D O N _æ¢,640,347,319,2788272897
,@RN2Practitioner,"Registered Nurse turned Nurse Practitioner student sharing resources, experiences, and ideas to better serve patients and advance the nursing profession.","Laura Anthony, RN",1016,347,311,2975888083
,@MrsMontopolis,DV C/o '16 Future Nurse // R.I.P Grandad Mitch.,Kam Bam,3741,347,325,3274858440
,@JSchaetzer,"Mom of 3. RN, BSN #blessed and #grateful. UB School of Nsg./Go Bulls. My kids are my inspiration, and they don't even know it. #nurse Tweets R me.","judy schatz, RN,BSN",1434,347,584,3409588617
,@HeyItsMeAnshie,PLMayer | Student Nurse | Athlete Geek | Camiguin Island | Philippines,Ansherina Awatin,739,346,170,2456151984
,@HollyMaeCorb,"19, Wakefield, all on my todd, Nursery Nurse  SC;holly19996 FB;Holly May O'Connell",Holly-may Corbett,369,346,914,2672351698
,@junkielovestory,A suicidal Junkie falls for a drug addicted Nurse and the two must face their personal demons to save their love and ultimately themselves.,Gary Douglas Kohn,32,346,1056,2827465441
,@NurseTheSoul,"Therapy in London for the mind, body and soul. For more information please visit our website. All private contact is treated as strictly confidential.",Nurse The Soul,888,346,1956,2875787724
,@IAMBRITTANY__,"where there is love, there is life ..Nurse Anesthetist in the making",simplicity.,2473,345,344,2739562005
,@NYCLibertine,social anthropologist. traveler. writer. nurse. lover. devoted friend to someone suffering the ravages of a brain tumor. follow the journey.,NYC Libertine,265,344,1686,2950082116
,@woytowich_r,"Correctional Nurse. Healer . Lover of nature , the ocean and all animals. Mother , grandmother of 6. Love of  history., flowers, art. And a good laugh.",Kathleen R,2315,344,749,2995691423
,@DaramolaAbisola,"I crave a love so deep i could drown in it ,i do make up, on a road to self discovery , registered nurse",Abisola Daramola,5,344,235,3371215461
,@Joywoodauthor,"As a working nurse, I have been creating stories in my head for years, but never found the time to do anything with them __ life just got in the way somehow.",Joy Wood,3657,344,294,3396173247
,@AcupunctureSb,"Registered nurse, Sandra Brett, is an Acupuncturist and traditional Chinese Medicine practitioner. Based in Barna, #Galway City. 087 0515817",Acupuncture Galway,127,343,1287,2361909555
,@BeckiCoates,Student Nurse,Becky Coates,172,343,586,3046886434
,@axisalisha,"Travel Nurse Recruiter @AxisMedStaffing, longboarder, rollerblader, blogger, dog lover, @ufcfightclub superfan, horror flick enthusiast, PNW adventurer, #LGBT",Alisha Rourk,519,343,1583,3153877382
,@LittlePoyu,Shelby. / Artist / 21 - Nurse / My wives @ALTNessa - @SuperAmyy __ / My Artist Bae @Yuurikin __ / League (NA) - Poyu / On the way to Plat. / @EnemyGG - @Cloud9gg__,C9 Poyu,5381,343,98,3242351569
,@mjcarinal8,"__ KathNiel Fanatic __ Single Mom with a heart.__ Registered Nurse  __ Registered Teacher",KathNielEuphoriant_æ¢,4939,343,338,4076304506
,@iamcatcalhoun,Future Nurse Anesthetist. Forever a Love Addict. In love with love. #iLovelove #NursesRock,"Cat Calhoun, RN",421,342,726,2361848803
,@mirandarites68,busy nurse educator wife mom and Grammy love family my fur babies and Florida!!,Lisa Miranda,2102,342,1121,2768839089
,@JaxAngels83,Student Nurse who loves Keith Urban & BMTH!,Student-Nurse Jackie,102,342,1131,3004130388
,@tshabangu889,"qualified nurse ,goal chaser ,aunt,sister,daughter,friend,lady of god born on de 27 may in limpopo ,tzaneen # proudly mutsonga",Thulani Tshabangu,41,342,1007,3371411176
,@LauraKn92629576,Laura. 26. student nurse. cinema lover __ have the cutest little boy ever __ message me,Laura Knight,69,342,929,3433027030
,@lillybet74,HelloMyName is... Elizabeth. Senior Charge Nurse. SPSP Fellow Cohort 7 (#fellowsc7). Views my own. RTs not endorsements.,elizabeth wilson,1374,341,407,2431825213
,@nikkidbutterfly,Dental Nurse & Social Media @butterflydenta1 The Butterfly Effect. #butterflydental #dentist #altrincham http://facebook.com/butterflydental,Nikki Dutton,554,341,930,2457298995
,@Thaliazampounid,http://thaliazampounidis.blogspot.com I am a registered nurse with 3 children. I love to share and research smart new #business ideas I find in #ontario and #Toronto,Thalia Zampounidis,20826,341,92,2936341904
,@Mandapanda_RN,"A nurse that drinks way too much coffee, adores my Weepaw (my pom), and plays games.",Manda,768,341,254,3142937892
,@MonicaLSpeaks,"Christian-Texan-Wife-Mother-Registered Nurse-Online Adveriser-Network Marketer-Future World Traveler~Speaking Wellness & Freedom Into Existence~",Monica Speaks,1426,340,528,2373275792
,@JuliaGarton,"BSN,RN 15 years Critical Care Experience, and 11 years Travel RN. Owner/President of Lux Travel Nurse Inc. Currently traveling with my Own agency as of 2015!",Juli Garton,435,340,614,2542453782
,@balancednurse,"Eileen Spillane-founder of The Balanced Nurse, helping nurses create and sustain more balance through mindfulness & self-compassion. Receive weekly tips...",The  Balanced Nurse,743,340,465,2676030692
,@KittyMarshal,"surgery nurse, mother, love family, tradition, myrtle beach, smokey mountains,",Marie Marshal,8263,340,389,2877355677
,@brik199300,Travel nurse,Kimberly R.N,115,340,863,3247182155
,@YasminJones22,21. North Wales. Qualified Nurse.,Yasmin Jones,452,338,686,2802084514
,@marie_staton,"Retired Army Licensed Vocational Nurse. Loves Outlander, Sam and Cait. Avid reader.If I could travel I would.",marie staton,2487,338,473,2834516172
,@kwest1966ziggy,Socialist. Atheist.  Music - Bowie. Japan. Beatles. Sleaford Mods... Mental Health Nurse. Photographer. EMDR therapist. Type 2 diabetic. Generally cross.,MR D JONES,15021,338,607,2978648879
,@Hyongbu,"Writer, director, actor, registered nurse, medical consultant for tv/film, bon vivant, home cook, bacon aficionado, highland athlete, biker, & veteran.",Scott Aguilar,3884,338,709,3048740630
,@juliayncera,"I love passion, adventure, and interesting conversations, but I also love binge watching tv by myself. I'm going to school to be a nurse.",Julia,4085,338,325,3196619442
,@kalyssanicole,_____________________ ______________ _______ __ _____________ __Nurse to be__,____________________,804,337,226,2427178527
,@KieLorenn,Kierstin Lorenn 18 . Nurse In The Making . Text Me? 502,Kiexxx.Love.Lorenn,178,337,699,2998997895
,@JoshZandi,medic nurse. helicopters. opinionated. independent thinker. love cats. hunt always.,Josh Zandi,181,336,730,2793453646
,@punc14mjo,1st year student nurse at Plymouth University. To verify my account please goto the website address below,Joanne Mcwilliams,204,336,396,2799719013
,@VapeArise,Registered Nurse,Kellie,3315,336,57,2852439871
,@Volcan_Adonis,hi /un barquito resistible/ future nurse/ NYC-cabo rojo sc:adezis98 ig:you_dum_ass_bitch,50 Shades of Lolo,5256,336,839,3241857009
,@KimButterfield3,"nurse at Dee Valley Hospital, twin sister @KathButterfiel3, younger sister of @lindseyhotty, Girlfriend @Graceblack111",Kim Butterfield,435,336,171,3333390737
,@jowicarlos18,"Registered Nurse, Dayzer, Med Student",Jowi Carlos,207,336,830,3487383013
,@rebecca_wright2,#hellomynameisRebecca proud district nurse. Also a tweeting nurse and proud to be a part of the #Wedistrictnurse community.,#hellomynameisRebeca,2169,335,423,2800480638
,@thenursebuzz,Your Voice + Your Audience + Our Tools = Your Opportunity. Nurse empowerment on one site for free. Pre-register now!,Nursebuzz,110,335,871,3856218747
,@rxduo,"Rx Duo shares unique insight and knowledge for healthcare professionals, students, and the general public. #Pharmacist #Doctor #Nurse #Housestaff #Respiratory",rxduo,184,335,1181,4461262523
,@AlbertaNPs,"Nurse Practitioner Association of Alberta, representing Nurse Practitioners while striving to improve healthcare for all Albertans.",NPAA,815,334,338,2390162408
,@Punc14steph,2nd year Student Nurse in fabulous Cornwall - Plymouth University Student: to verify this follow the link below,Steph Brelsford,272,334,421,2795411944
,@cara_landes,"Registered Nurse, Lover of books, Family girl, Business Coach",Cara Landes,269,334,1058,3040071607
,@cmw_b,Nurse to be.   Sancho__,Cheesetina,2431,333,394,3197502864
,@AletheaChef,"Artist/Nurse/Thinker Loves: God, Family, America, & the Great Outdoors",Alethea Chef DeHotel,1840,333,495,3885497892
,@eblackwell413,"mama, nurse",Erica Blackwell,750,332,494,2366510263
,@AllaciaMiller,"UK student. Future Nurse. Cincinnati native, living in Lexington now. I love all things UK. Bengals, Reds fan.",Allacia Miller,444,332,232,2449686883
,@malenetors,If it makes you happy - do it. If it doesn't - then don't #mum #nurse #healthcareinformatics,Malene Torsvik,268,331,1149,2758502435
,@CtPicard,"Former army medic; and current ER nurse, interested in connecting research and practice, #FOANed #FOAMed #FOAMems. Views are my own.",christopher picard,736,331,516,2866150536
,@DysonPeggy,native texan conservative retired nurse believe in God,Peggy Dyson,5810,331,292,2871912350
,@jkizzler29,23. single. monkey. __. ___. loves to eat . happy. lover. nurse. entrepreneur. __#LadyTriskelion #teamFollowback #FollowforFollow,Hannah Licious,246,331,337,3008113670
,@marcoujor,Nurse; Teacher; Author; Lover of Animal and Music,Maria Jordan,2241,330,593,2456621677
,@kim_dudek,"l love Elvis CherOldmovies, Law&Order; nurse of 33 yrs; advocate for elderly",Kim Dudek,2230,330,991,2624336301
,@SarahSylv,"Mum, midwife, nurse",SARAH E LOUGHRIDGE,3494,330,2122,2718321331
,@Pro_Con_Yes_No,"Palliative Care Nurse Paralegal, on Corp Biz Practices, Health/Gov Issues, Stories/Scandals, Acts of Harm /Kindness, Lobbyist. (luv Pilates, Wellness, Steelers)",Pro_Con_Yes_No,152,330,1760,3243306530
,@TeganTeegsLomax,mummy to rose a nurse at dee valley hospital best friends with @celinebeaut1,Tegan K Lomax,405,330,274,3288731399
,@1174Makocho,____•è _________*__ nurse egg___________Å _Åè _____Å_ ______,___Åç__,1227,330,304,4011360619
,@CDSYSLTD,"Specialists in Life Safety Systems - Fire Alarms, Nurse Call, Emergency Lights, Suppression Systems, Air Sampling, Access Control & Fire Extinguishers",CDS Ltd,83,329,1055,2373494287
,@piponobis,REGISTERED NURSE _. ILOILO _ PH.        IG:piponobis,Peter Paul Nobis,3015,329,571,2527614211
,@mean_deen,20teen | Student Nurse | AFSVolunteer | Traveler | Euro trip | GUITAR,Deen Damlani,869,329,258,2532211542
,@GessellW,Dancer. Travel Vlogger. Expat. Nurse.,Gessell Wolitski,409,329,281,2840376346
,@xo_bri_xox,C\O 2017. Future Nurse. 17.,Brianna Graham,612,329,1122,2844809092
,@KoriWasinger,I am a Registered Nurse with 20 years of experience.,Kori Wasinger,5724,329,176,2862682151
,@strive502,"Creative Wellness Education & Services organization, run by registered nurse Nina Rodahaffer and board certified music therapist Cheyenne Mize. 502.396.0016",Strive 502,387,329,631,2907114580
,@honeyygrl,Living & loving life | Future nurse__ I put God first_€ùand the rest follows_ Snapchat: @honeyy.19,Simone Peel,129,329,669,3005711396
,@LaureenDavis68,"Arch and Fiscal Conservative,Retired V.A.SanDiego Nurse &Teacher,Working to Make America Great Again..Will NOT BUY Followers,but Welcome Real Followers",Laureen Davis,1116,329,378,3259531670
,@nurseappfree,Nurse Diary Premium App FREE in Apple Store & Google Play. Record all shift types including leave as well as alarms and reminders. Loads of features & resources,Nurse Diary App FREE,7,328,1909,2783454493
,@cinthiaars4,"Assisant Nurse __instagram : cinnears",Cinthia Arsenault,344,328,1135,2797194507
,@Misschievousss_,| Your average pint-sized obj player | Nurse | 20 _ PSN/GT - Misschievousss _ F/A |,Zoe | Chi,3085,328,410,2898285319
,@legalandmedica1,"Coming, my online business the place where I can help you with medical and legal advice / Label owner under ChuckD/Spit digital",Legal Nurse /A&R/,1175,328,351,3268913425
,@bpdelephant,"living with bpd, depression, anxiety and anorexia - rebuilding my life - aspiring mental health nurse",Katie,200,328,275,3399247804
,@Ricanbuttacup,Mommy | Student Nurse | Valdosta State | Blessed,Ashley.,6982,327,195,2500154372
,@tashjparr,"Student MH Nurse. Art Grad. 80's baby. Love, Compassion and Kindness.",Nat Jane Parr,6170,327,1583,2540206904
,@gem_vella,Professional Registered Nurse || Just be yourself || Be Thankful || Think Positive || Certified ALDUB FAN,Gem_22,4411,327,834,2892217944
,@KayJBryant96,"Artist, psychology major, former nurse, forensic anthropologist in the making. I also record music under the name @KAMAband .",Kay Bryant,2284,326,558,2871754774
,@Byrne_gantzoras,"Born in Dublin. veterinary nurse. love my job everyday something different. love my family, pets, MMA/UFC, travelling but always happy to come home to Dublin",Amy Byrne Gantzoras,316,326,1999,2880074402
,@phoebepainterx,studying to be a nurse __,Phoebe Painter,77,326,151,3300918747
,@Ra2lyo,"Christ Follower, Licensed Pharmacist /Nurse, exclusive JaDine fangirl, freelance photogrpher, event stylist, organizer, painter, designer",Rhea Annie Tulio,20953,326,350,3432191892
,@LoriElise_RN,"I am a registered nurse (RN, BSN). I love music, love books, love movies, love horror, and also am a Wichita State Alum aka #shockerforlife.",Lori Falcone,617,325,775,2366482454
,@AlabamaCRNAs,"The Alabama Association of Nurse Anesthetists - Advancing quality anesthesia care, serving our members, promoting the nurse anesthesia profession...",ALANA,405,325,353,2457481184
,@rachelyork102,"Mom, Nurse, Blockhead, Yoga lover",Rachel York,405,325,618,2588906119
,@FLANPORG,Nurse Practitioners working  to remove barriers to health care access for Floridians.,FL Assoc. of NPs,294,325,439,2719339782
